Temps;Mouvement X
0;0,166326602763168
NAN;NAN
NAN;NAN
NAN;NAN
0,1344536;0,16909515598737
0,168067;0,16909515598737
0,2016804;0,16909515598737
0,2352938;0,16909515598737
0,2689072;0,16909515598737
0,3025206;0,167710879375269
0,336134;0,167710879375269
0,3697474;0,16909515598737
0,4033608;0,16909515598737
0,4369742;0,170479432599471
0,4705876;0,16909515598737
0,504201;0,16909515598737
0,5378144;0,170479432599471
0,5714278;0,170479432599471
0,6050412;0,170479432599471
0,6386546;0,170479432599471
0,672268;0,173247985823673
0,7058814;0,173247985823673
0,7394948;0,177400815659977
0,7731082;0,178785092272078
0,8067216;0,184322198720482
0,840335;0,187090751944685
0,8739484;0,189859305168887
0,9075618;0,19401213500519
0,9411752;0,196780688229392
0,9747886;0,198164964841494
1,008402;0,202317794677797
1,0420154;0,203702071289898
1,0756288;0,2064706245141
1,1092422;0,210623454350404
1,1428556;0,214776284186707
1,176469;0,217544837410909
1,2100824;0,220313390635112
1,2436958;0,220313390635112
1,2773092;0,223081943859314
1,3109226;0,224466220471415
1,344536;0,230003326919819
1,3781494;0,232771880144022
1,4117628;0,232771880144022
1,4453762;0,232771880144022
1,4789896;0,220313390635112
1,512603;0,217544837410909
1,5462164;0,21892911402301
1,5798298;0,225850497083516
1,6134432;0,225850497083516
1,6470566;0,227234773695617
1,68067;0,228619050307718
1,7142834;0,230003326919819
1,7478968;0,228619050307718
1,7815102;0,232771880144022
1,8151236;0,232771880144022
1,848737;0,236924709980325
1,8823504;0,239693263204527
1,9159638;0,241077539816629
1,9495772;0,245230369652932
1,9831906;0,246614646265033
2,016804;0,249383199489235
2,0504174;0,252151752713438
2,0840308;0,256304582549741
2,1176442;0,257688859161842
2,1512576;0,260457412386044
2,184871;0,263225965610247
2,2184844;0,26737879544655
2,2520978;0,270147348670752
2,2857112;0,271531625282853
2,3193246;0,274300178507056
2,352938;0,275684455119157
2,3865514;0,281221561567561
2,4201648;0,285374391403865
2,4537782;0,286758668015966
2,4873916;0,286758668015966
2,521005;0,283990114791764
2,5546184;0,282605838179662
2,5882318;0,282605838179662
2,6218452;0,282605838179662
2,6554586;0,283990114791764
2,689072;0,285374391403865
2,7226854;0,285374391403865
2,7562988;0,285374391403865
2,7899122;0,285374391403865
2,8235256;0,285374391403865
2,857139;0,286758668015966
2,8907524;0,289527221240168
2,9243658;0,29229577446437
2,9579792;0,296448604300674
2,9915926;0,297832880912775
3,025206;0,297832880912775
3,0588194;0,301985710749078
3,0924328;0,30475426397328
3,1260462;0,307522817197483
3,1596596;0,311675647033786
3,193273;0,314444200257988
3,2268864;0,317212753482191
3,2604998;0,321365583318494
3,2941132;0,325518413154797
3,3277266;0,326902689766899
3,36134;0,329671242991101
3,3949534;0,332439796215303
3,4285668;0,337976902663708
3,4621802;0,342129732500011
3,4957936;0,343514009112112
3,529407;0,346282562336314
3,5630204;0,347666838948415
3,5966338;0,351819668784719
3,6302472;0,35320394539682
3,6638606;0,357356775233123
3,697474;0,361509605069427
3,7310874;0,362893881681528
3,7647008;0,364278158293629
3,7983142;0,367046711517831
3,8319276;0,371199541354135
3,865541;0,375352371190438
3,8991544;0,37812092441464
3,9327678;0,382273754250944
3,9663812;0,383658030863045
3,9999946;0,385042307475146
4,033608;0,386426584087247
4,0672214;0,389195137311449
4,1008348;0,394732243759854
4,1344482;0,397500796984056
4,1680616;0,401653626820359
4,201675;0,405806456656663
4,2352884;0,409959286492966
4,2689018;0,411343563105067
4,3025152;0,41411211632927
4,3361286;0,415496392941371
4,369742;0,416880669553472
4,4033554;0,421033499389775
4,4369688;0,425186329226079
4,4705822;0,42657060583818
4,5041956;0,430723435674483
4,537809;0,432107712286584
4,5714224;0,436260542122888
4,6050358;0,433491988898685
4,6386492;0,432107712286584
4,6722626;0,430723435674483
4,705876;0,427954882450281
4,7394894;0,427954882450281
4,7731028;0,429339159062382
4,8067162;0,429339159062382
4,8403296;0,427954882450281
4,873943;0,427954882450281
4,9075564;0,425186329226079
4,9411698;0,425186329226079
4,9747832;0,423802052613977
5,0083966;0,419649222777674
5,04201;0,416880669553472
5,0756234;0,412727839717169
5,1092368;0,409959286492966
5,1428502;0,407190733268764
5,1764636;0,404422180044562
5,210077;0,401653626820359
5,2436904;0,398885073596157
5,2773038;0,397500796984056
5,3109172;0,396116520371955
5,3445306;0,393347967147753
5,378144;0,389195137311449
5,4117574;0,386426584087247
5,4453708;0,382273754250944
5,4789842;0,379505201026741
5,5125976;0,375352371190438
5,546211;0,372583817966236
5,5798244;0,368430988129932
5,6134378;0,36566243490573
5,6470512;0,361509605069427
5,6806646;0,360125328457326
5,714278;0,355972498621022
5,7478914;0,351819668784719
5,7815048;0,347666838948415
5,8151182;0,344898285724213
5,8487316;0,344898285724213
5,882345;0,342129732500011
5,9159584;0,339361179275809
5,9495718;0,335208349439505
5,9831852;0,332439796215303
6,0167986;0,329671242991101
6,050412;0,328286966379
6,0840254;0,325518413154797
6,1176388;0,324134136542696
6,1512522;0,321365583318494
6,1848656;0,317212753482191
6,218479;0,317212753482191
6,2520924;0,313059923645887
6,2857058;0,310291370421685
6,3193192;0,307522817197483
6,3529326;0,303369987361179
6,386546;0,299217157524876
6,4201594;0,299217157524876
6,4537728;0,296448604300674
6,4873862;0,295064327688572
6,5209996;0,293680051076471
6,554613;0,290911497852269
6,5882264;0,288142944628067
6,6218398;0,283990114791764
6,6554532;0,283990114791764
6,6890666;0,27983728495546
6,72268;0,278453008343359
6,7562934;0,275684455119157
6,7899068;0,271531625282853
6,8235202;0,270147348670752
6,8571336;0,268763072058651
6,890747;0,265994518834449
6,9243604;0,261841688998145
6,9579738;0,253536029325539
6,9915872;0,249383199489235
7,0252006;0,246614646265033
7,058814;0,245230369652932
7,0924274;0,24246181642873
7,1260408;0,239693263204527
7,1596542;0,238308986592426
7,1932676;0,236924709980325
7,226881;0,234156156756123
7,2604944;0,232771880144022
7,2941078;0,231387603531921
7,3277212;0,230003326919819
7,3613346;0,227234773695617
7,394948;0,224466220471415
7,4285614;0,220313390635112
7,4621748;0,217544837410909
7,4957882;0,214776284186707
7,5294016;0,212007730962505
7,563015;0,209239177738303
7,5966284;0,2064706245141
7,6302418;0,202317794677797
7,6638552;0,199549241453595
7,6974686;0,195396411617291
7,731082;0,192627858393089
7,7646954;0,191243581780988
7,7983088;0,187090751944685
7,8319222;0,185706475332583
7,8655356;0,184322198720482
7,899149;0,182937922108381
7,9327624;0,178785092272078
7,9663758;0,176016539047876
7,9999892;0,174632262435774
8,0336026;0,173247985823673
8,067216;0,170479432599471
8,1008294;0,162173772926864
8,1344428;0,162173772926864
8,1680562;0,160789496314763
8,2016696;0,163558049538965
8,235283;0,166326602763168
8,2688964;0,16909515598737
8,3025098;0,174632262435774
8,3361232;0,180169368884179
8,3697366;0,184322198720482
8,40335;0,187090751944685
8,4369634;0,191243581780988
8,4705768;0,19401213500519
8,5041902;0,198164964841494
8,5378036;0,200933518065696
8,571417;0,203702071289898
8,6050304;0,207854901126201
8,6386438;0,207854901126201
8,6722572;0,209239177738303
8,7058706;0,212007730962505
8,739484;0,216160560798808
8,7730974;0,217544837410909
8,8067108;0,220313390635112
8,8403242;0,221697667247213
8,8739376;0,223081943859314
8,907551;0,225850497083516
8,9411644;0,227234773695617
8,9747778;0,231387603531921
9,0083912;0,235540433368224
9,0420046;0,238308986592426
